header,type,class,mechanism,group
MEG_653|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_654|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_655|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_656|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_657|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_658|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_659|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_660|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_661|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_662|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_663|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_664|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_665|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_666|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_667|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_668|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_669|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_670|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_671|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_672|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_673|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_674|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_675|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_676|Drugs|betalactams|Class_C_betalactamases|ADC,Drugs,betalactams,Class C betalactamases,ADC
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEA
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEB
MEG_679|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEC,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEC
MEG_680|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADED,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADED
MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEE
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEF
MEG_683|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEF
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEG
MEG_685|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEH,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEH
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_687|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEI
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEJ,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEJ
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADEK
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEL
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEL
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEN
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEN
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADER
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADES
MEG_705|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET1,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADET1
MEG_706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADET2,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,ADET2
MEG_707|Drugs|betalactams|Class_A_betalactamases|AER,Drugs,betalactams,Class A betalactamases,AER
MEG_708|Drugs|betalactams|Class_A_betalactamases|AER,Drugs,betalactams,Class A betalactamases,AER
MEG_709|Drugs|betalactams|Class_B_betalactamases|AFM,Drugs,betalactams,Class B betalactamases,AFM
MEG_710|Drugs|betalactams|Class_B_betalactamases|AIM,Drugs,betalactams,Class B betalactamases,AIM
MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA
MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,Metals,Arsenic resistance,Arsenite oxidase,AIOA
MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,Metals,Arsenic resistance,Arsenite oxidase,AIOB
MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,Metals,Arsenic resistance,Arsenite oxidase,AIOE
MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOR
MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOS
MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,Metals,Arsenic resistance,Arsenite oxidase regulator,AIOX
MEG_718|Drugs|betalactams|Class_B_betalactamases|ALG,Drugs,betalactams,Class B betalactamases,ALG
MEG_719|Drugs|betalactams|Class_B_betalactamases|ALG,Drugs,betalactams,Class B betalactamases,ALG
MEG_720|Drugs|betalactams|Class_B_betalactamases|ALI,Drugs,betalactams,Class B betalactamases,ALI
MEG_721|Drugs|betalactams|Class_B_betalactamases|ALI,Drugs,betalactams,Class B betalactamases,ALI
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,Drugs,Cationic antimicrobial peptides,Lipid A modification,ALMG
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P,Metals,Aluminum resistance,Aluminum resistance protein,ALU1P
MEG_724|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC
MEG_725|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC
MEG_726|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC
MEG_727|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,Drugs,betalactams,Class C betalactamases,AMPC
MEG_729|Drugs|betalactams|Penicillin_binding_protein|AMPH,Drugs,betalactams,Penicillin binding protein,AMPH
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,Drugs,betalactams,Penicillin binding protein,AMPH
MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,AMRA
MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,AMRB
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pumps,AMVA
MEG_734|Drugs|betalactams|Class_B_betalactamases|ANA,Drugs,betalactams,Class B betalactamases,ANA
MEG_735|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_736|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_737|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_738|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_739|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_740|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_741|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_742|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_744|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_745|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_746|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_747|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_748|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_749|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_750|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_751|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_752|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_753|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_754|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_755|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_757|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MEG_758|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_759|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_760|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_761|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_763|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_764|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_765|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_766|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_769|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_770|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_771|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_773|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_774|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_777|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_778|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_780|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_781|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_782|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_783|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_788|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_789|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_791|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_792|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_796|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_799|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_804|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_805|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_806|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_807|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_808|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_809|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_810|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_813|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_814|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_815|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
