header,class,mechanism,group
MEG_3224|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3225|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3226|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_3229|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_323|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3230|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3231|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3232|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3233|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3234|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
MEG_3235|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
MEG_3237|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRC
MEG_3238|Biocides|Biocide_resistance|Biocide_RND_efflux_pump|HASF,Biocide resistance,Biocide RND efflux pump,HASF
MEG_3239|Biocides|Acid_resistance|Acid_resistance_stress_protein|HDEA,Acid resistance,Acid resistance stress protein,HDEA
MEG_324|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3240|Biocides|Acid_resistance|Acid_resistance_stress_protein|HDEB,Acid resistance,Acid resistance stress protein,HDEB
MEG_3241|Biocides|Acid_resistance|Acid_resistance_stress_protein|HDEB,Acid resistance,Acid resistance stress protein,HDEB
MEG_3242|Biocides|Acid_resistance|Acid_ABC_efflux_pump|HEFA,Acid resistance,Acid ABC efflux pump,HEFA
MEG_3243|Biocides|Acid_resistance|Acid_ABC_efflux_pump|HEFC,Acid resistance,Acid ABC efflux pump,HEFC
MEG_3244|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3245|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3246|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3247|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3248|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3249|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_325|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3250|Drugs|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
MEG_3251||Multi-drug_resistance|Multi-drug_efflux_pumps|HLYD,Multi-drug resistance,Multi-drug efflux pumps,HLYD
MEG_3252|Drugs|betalactams|Class_B_betalactamases|HMB,betalactams,Class B betalactamases,HMB
MEG_3253|X-CARD|Multi-drug_resistance|Multi-drug_efflux_pumps|HMRM,Multi-drug resistance,Multi-drug efflux pumps,HMRM
MEG_3254||Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pump|hmrM,Drug and biocide resistance,Drug and biocide MATE efflux pump,hmrM
MEG_3255|Multi-compound|Biocide_and_metal_resistance_|Copper_and_Acid_resistance_regulator|HMRR,Biocide and metal resistance ,Copper and Acid resistance regulator,HMRR
MEG_3256|Multi-compound|Biocide_and_metal_resistance_|Copper_and_Acid_resistance_regulator|HMRR,Biocide and metal resistance ,Copper and Acid resistance regulator,HMRR
MEG_3257|X-CARD|Multi-drug_resistance|MDR_regulator|HNS,Multi-drug resistance,MDR regulator,HNS
MEG_3258|Metals|Nickel_resistance|Nickel_resistance_protein|HOXN,Nickel resistance,Nickel resistance protein,HOXN
MEG_3259|X-CARD|Multi-drug_resistance|Multi-drug_efflux_pumps|HP,Multi-drug resistance,Multi-drug efflux pumps,HP
MEG_326|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3260||Copper_resistance_|Copper_ion-binding_protein|HPCOPA,Copper resistance ,Copper ion-binding protein,HPCOPA
MEG_3261||Copper_resistance_|Copper_ion-binding_protein|HPCOPP,Copper resistance ,Copper ion-binding protein,HPCOPP
MEG_3262||Copper_resistance_|Copper_ion-binding_protein|HPCOPP,Copper resistance ,Copper ion-binding protein,HPCOPP
MEG_3263||Copper_resistance_|Copper_ion-binding_protein|HPCOPP,Copper resistance ,Copper ion-binding protein,HPCOPP
MEG_3264||Copper_resistance_|Copper_ion-binding_protein|HPCOPP,Copper resistance ,Copper ion-binding protein,HPCOPP
MEG_3265||Biocide_resistance|Biocide_resistance_protein|HSMR,Biocide resistance,Biocide resistance protein,HSMR
MEG_3266|Drugs|betalactams|Class_A_betalactamases|HUGA,betalactams,Class A betalactamases,HUGA
MEG_3267|Drugs|betalactams|Class_A_betalactamases|HUGA,betalactams,Class A betalactamases,HUGA
MEG_3268|Drugs|betalactams|Class_A_betalactamases|HUGA,betalactams,Class A betalactamases,HUGA
MEG_3269|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,Nickel resistance,Nickel resistance protein,HUPE
MEG_327|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3270|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE2,Nickel resistance,Nickel resistance protein,HUPE2
MEG_3271|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,Nickel resistance,Nickel resistance protein,HUPN
MEG_3272|Biocides|Peroxide_resistance|peroxide_resistance_stress_protein|IBPA,Peroxide resistance,peroxide resistance stress protein,IBPA
MEG_3273|Biocides|Peroxide_resistance|peroxide_resistance_stress_protein|IBPB,Peroxide resistance,peroxide resistance stress protein,IBPB
MEG_3274|Biocides|Peroxide_resistance|peroxide_resistance_stress_protein|IBPB,Peroxide resistance,peroxide resistance stress protein,IBPB
MEG_3275|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,Acetate resistance,Acetate resistance protein,ICLR
MEG_3276|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,Acetate resistance,Acetate resistance protein,ICLR
MEG_3277|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ICR,Lipopeptides,Colistin phosphoethanolamine transferase,ICR
MEG_3278|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ICR,Lipopeptides,Colistin phosphoethanolamine transferase,ICR
MEG_3279|Multi-compound|Biocide_and_metal_resistance_|Biocide_and_metal_resistance_stress_protein|IDER,Biocide and metal resistance ,Biocide and metal resistance stress protein,IDER
MEG_328|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3280|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3281|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3282|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3283|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3284|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3285|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3286|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3287|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3288|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3289|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_329|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3290|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3291|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3292|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3293|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3294|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3295|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3296|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3297|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3298|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3299|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_33|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
MEG_330|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3300|Drugs|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
MEG_3301|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3302|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3303|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3304|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3305|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3306|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3307|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3308|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3309|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_331|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3310|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3311|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3312|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3313|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3314|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3315|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3316|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3317|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3318|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3319|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_332|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3320|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3321|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3322|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3323|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3324|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3325|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3326|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3327|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3328|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3329|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_333|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3330|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3331|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3332|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3333|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3334|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3335|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3336|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3337|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3338|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3339|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_334|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3340|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3341|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3342|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3343|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3344|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3345|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3346|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3347|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3348|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3349|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_335|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3350|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3351|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3352|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3353|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3354|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3355|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3356|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3357|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3358|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3359|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_336|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3360|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3361|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3362|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3363|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3364|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3365|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3366|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3367|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3368|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3369|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_337|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3370|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3371|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3372|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3373|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3374|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3375|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3376|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3377|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3378|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3379|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_338|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3380|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3381|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3382|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3383|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3384|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3385|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3386|Drugs|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
MEG_3387|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3388|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3389|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_339|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3390|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3391|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3392|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3393|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3394|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3395|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3396|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3397|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3398|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3399|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_34|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
MEG_340|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3400|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3401|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3402|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3403|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3404|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3405|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3406|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3407|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3408|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3409|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_341|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3410|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3411|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3412|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3413|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3414|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3415|Drugs|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
MEG_3416|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_inhA|INHA|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Isoniazid-resistant inhA,INHA
MEG_3417|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniA|INIA|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniA,INIA
MEG_3418|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniB|INIB|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniB,INIB
MEG_3419|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniC|INIC|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniC,INIC
MEG_342|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_3420|Drugs|Fluoroquinolones|Quinolone_active_efflux|IRFA,Fluoroquinolones,Quinolone active efflux,IRFA
MEG_3421|Drugs|Rifampin|Monooxygenase|IRI,Rifampin,Monooxygenase,IRI
MEG_3422|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLR,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLR
MEG_3423|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLR,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLR
MEG_3424|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLR,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLR
MEG_3425|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLS,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLS
MEG_3426|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLS,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLS
MEG_3427|Metals|Metal_resistance_|Cadmiun_and_Zinc_resistance_protein_regulator|IRLS,Metal resistance ,Cadmiun and Zinc resistance protein regulator,IRLS
MEG_3428|Drugs|betalactams|Class_B_betalactamases|JOHN,betalactams,Class B betalactamases,JOHN
MEG_3429||Aminoglycosides|16S_rRNA_methyltransferases|KAMB,Aminoglycosides,16S rRNA methyltransferases,KAMB
