header,type,class,mechanism,group
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_974|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_975|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_976|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_977|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_979|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_980|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_981|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_982|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_984|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_985|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_989|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_990|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_991|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_992|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_993|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_994|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_999|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
MEG_1001|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
MEG_1002|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,Drugs,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT9
MEG_1005|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1007|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1008|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1009|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1011|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1013|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1015|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1017|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1018|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1020|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1021|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1022|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1023|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1024|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1026|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1027|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1029|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1030|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1031|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1032|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1033|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1034|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1035|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1036|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1037|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1042|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1047|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1048|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1049|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1050|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1051|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1052|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MEG_1056|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1059|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1060|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1062|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1064|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1065|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1066|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1067|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1068|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1070|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1071|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1072|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1073|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1075|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1076|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1077|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1078|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH4
MEG_1080|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH4
MEG_1081|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1082|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1083|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1089|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1093|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6-PRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH7-DPRIME,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH7-DPRIME
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
MEG_1098|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
MEG_1099|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Drugs,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,APMA
MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,Drugs,Aminoglycosides,Aminoglycoside N-acetyltransferases,APMA
MEG_1102|Drugs|betalactams|Class_C_betalactamases|AQU,Drugs,betalactams,Class C betalactamases,AQU
MEG_1103|Drugs|betalactams|Class_C_betalactamases|AQU,Drugs,betalactams,Class C betalactamases,AQU
MEG_1104|Drugs|betalactams|Class_C_betalactamases|AQU,Drugs,betalactams,Class C betalactamases,AQU
MEG_1105|Biocides|Multi-biocide_resistance|Biocide_resistance_regulator|ARIR,Biocides,Multi-biocide resistance,Biocide resistance regulator,ARIR
MEG_1106|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1107|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1108|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1109|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1110|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1111|Drugs|betalactams|Class_A_betalactamases|ARL,Drugs,betalactams,Class A betalactamases,ARL
MEG_1112|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,Drugs,Multi-drug resistance,MDR regulator,ARLR
MEG_1113|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,Drugs,Multi-drug resistance,MDR regulator,ARLR
MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,Drugs,Multi-drug resistance,MDR regulator,ARLR
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,Drugs,Multi-drug resistance,MDR regulator,ARLR
MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,Drugs,Multi-drug resistance,MDR regulator,ARLS
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,Drugs,Multi-drug resistance,MDR regulator,ARLS
MEG_1118|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ARMR,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pump,ARMR
MEG_1119|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,Drugs,Cationic antimicrobial peptides,Polymyxin B resistance regulator,ARNA
MEG_1120|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNC,Drugs,Cationic antimicrobial peptides,Lipid A modification,ARNC
MEG_1121|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1122|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
